"Date","NSW","VIC","QLD","SA","WA","TAS","NT","ACT"
"25/01/20","3","1","0","0","0","0","0","0"
"26/01/20","3","1","0","0","0","0","0","0"
"27/01/20","4","1","0","0","0","0","0","0"
"28/01/20","4","1","0","0","0","0","0","0"
"29/01/20","4","3","2","0","0","0","0","0"
"30/01/20","4","3","2","0","0","0","0","0"
"31/01/20","4","3","2","0","0","0","0","0"
"01/02/20","4","4","2","0","0","0","0","0"
"02/02/20","4","4","2","2","0","0","0","0"
"03/02/20","4","4","2","2","0","0","0","0"
"04/02/20","4","4","3","2","0","0","0","0"
"05/02/20","4","4","4","2","0","0","0","0"
"06/02/20","4","4","5","2","0","0","0","0"
"07/02/20","4","4","5","2","0","0","0","0"
"08/02/20","4","4","5","2","0","0","0","0"
"09/02/20","4","4","5","2","0","0","0","0"
"10/02/20","4","4","5","2","0","0","0","0"
"11/02/20","4","4","5","2","0","0","0","0"
"12/02/20","4","4","5","2","0","0","0","0"
"13/02/20","4","4","5","2","0","0","0","0"
"14/02/20","4","4","5","2","0","0","0","0"
"15/02/20","4","4","5","2","0","0","0","0"
"16/02/20","4","4","5","2","0","0","0","0"
"17/02/20","4","4","5","2","0","0","0","0"
"18/02/20","4","4","5","2","0","0","0","0"
"19/02/20","4","4","5","2","0","0","0","0"
"20/02/20","4","4","5","2","0","0","0","0"
"21/02/20","4","4","7","3","1","0","0","0"
"22/02/20","4","4","8","3","1","0","0","0"
"23/02/20","4","4","8","3","1","0","0","0"
"24/02/20","4","4","8","3","1","0","0","0"
"25/02/20","4","4","8","3","1","0","0","0"
"26/02/20","4","4","8","3","1","0","0","0"
"27/02/20","4","7","8","3","1","0","0","0"
"28/02/20","4","7","9","3","2","0","0","0"
"29/02/20","4","7","9","3","2","0","0","0"
"01/03/20","5","9","9","3","2","0","0","0"
"02/03/20","9","9","9","3","2","0","0","0"
"03/03/20","15","9","10","3","2","1","0","0"
"04/03/20","22","10","11","5","2","1","0","0"
"05/03/20","25","10","13","7","3","1","0","0"
"06/03/20","28","10","14","7","3","1","0","0"
"07/03/20","36","11","14","7","3","2","0","0"
"08/03/20","40","12","15","7","4","2","0","0"
"09/03/20","47","15","15","7","6","2","0","0"
"10/03/20","61","18","18","7","6","2","0","0"
"11/03/20","65","21","20","9","9","3","0","0"
"12/03/20","78","27","27","12","9","3","0","1"
"13/03/20","92","36","35","16","14","4","0","1"
"14/03/20","112","49","46","19","17","5","0","1"
"15/03/20","134","57","61","20","18","6","0","1"
"16/03/20","171","71","68","29","28","7","0","2"
"17/03/20","210","94","78","32","31","7","0","2"
"18/03/20","267","121","94","37","35","10","0","3"
"19/03/20","307","150","144","42","52","10","0","4"
"20/03/20","353","178","184","50","64","10","2","6"
"21/03/20","436","229","221","67","90","16","4","9"
"22/03/20","533","296","259","100","120","21","4","19"
"23/03/20","669","355","319","134","140","27","4","32"
"24/03/20","818","411","397","170","175","35","5","39"
"25/03/20","1029","466","443","197","205","41","5","44"
"26/03/20","1219","520","493","235","231","46","12","53"
"27/03/20","1405","574","555","257","255","58","14","62"
"28/03/20","1617","685","625","287","278","62","15","71"
"29/03/20","1791","769","656","299","311","66","15","77"
"30/03/20","1918","821","689","305","355","69","15","78"
"31/03/20","2032","917","743","337","364","69","19","80"
"01/04/20","2182","968","781","367","392","71","19","84"
"02/04/20","2298","1036","835","385","400","74","22","87"
"03/04/20","2389","1085","873","396","422","80","26","91"
"04/04/20","2493","1115","900","407","436","82","26","93"
"05/04/20","2580","1135","907","409","453","86","27","96"
"06/04/20","2637","1158","921","411","460","89","27","96"
"07/04/20","2686","1191","934","415","470","98","27","97"
"08/04/20","2734","1212","943","420","481","107","27","99"
"09/04/20","2773","1228","953","421","495","111","27","100"
"10/04/20","2822","1241","965","428","506","122","27","103"
"11/04/20","2857","1265","974","429","514","133","27","103"
"12/04/20","2854","1268","983","429","517","144","27","102"
"13/04/20","2863","1281","987","431","523","150","27","103"
"14/04/20","2870","1291","998","433","527","165","27","103"
"15/04/20","3075","1299","999","433","532","169","27","103"
"16/04/20","3086","1301","1001","434","535","180","27","103"
"17/04/20","3115","1302","1007","435","541","184","27","103"
"18/04/20","3125","1319","1015","435","544","188","27","103"
"19/04/20","3146","1328","1019","435","545","197","27","103"
"20/04/20","3152","1329","1019","435","545","202","27","104"
"21/04/20","3158","1336","1024","437","546","203","27","104"
"22/04/20","3160","1336","1024","438","546","207","27","104"
"23/04/20","3165","1337","1026","438","546","207","27","104"
"24/04/20","3171","1343","1026","438","548","209","27","105"
"25/04/20","3183","1346","1026","438","549","210","27","106"
"26/04/20","3191","1349","1030","438","549","214","27","106"
"27/04/20","3193","1349","1033","438","549","216","27","106"
"28/04/20","3198","1351","1033","438","550","220","27","106"
"29/04/20","3205","1354","1034","438","551","221","27","106"
"30/04/20","3205","1361","1033","438","551","223","27","106"
"01/05/20","3215","1364","1033","438","551","223","27","106"
"02/05/20","3220","1371","1034","438","551","223","29","106"
"03/05/20","3224","1384","1035","438","551","223","29","106"
"04/05/20","3222","1406","1038","438","551","223","29","107"
"05/05/20","3224","1423","1043","438","551","225","29","107"
"06/05/20","3231","1440","1043","438","551","225","29","107"
"07/05/20","3233","1455","1045","439","551","227","29","107"
"08/05/20","3236","1469","1045","439","552","227","29","107"
"09/05/20","3240","1479","1045","439","552","227","29","107"
"10/05/20","3242","1489","1045","439","552","227","29","107"
"11/05/20","3242","1496","1045","439","552","227","29","107"
"12/05/20","3242","1509","1051","439","553","227","29","107"
"13/05/20","3248","1514","1051","439","553","227","29","107"
"14/05/20","3252","1523","1052","439","554","227","29","107"
"15/05/20","3260","1543","1054","439","554","228","29","107"
"16/05/20","3263","1554","1055","439","556","228","29","107"
"17/05/20","3264","1561","1055","439","556","228","29","107"
"18/05/20","3265","1567","1057","439","556","228","29","107"
"19/05/20","3267","1573","1057","439","556","228","29","107"
"20/05/20","3270","1580","1058","439","556","228","29","107"
"21/05/20","3271","1581","1058","439","556","228","29","107"
"22/05/20","3273","1593","1058","439","556","228","29","107"
"23/05/20","3275","1602","1060","439","556","228","29","107"
"24/05/20","3276","1603","1061","439","556","228","29","107"
"25/05/20","3279","1605","1056","439","560","228","29","107"
"26/05/20","3281","1610","1057","440","566","228","29","107"
"27/05/20","3278","1618","1058","440","566","228","29","107"
"28/05/20","3279","1628","1058","440","573","228","29","107"
"29/05/20","3281","1634","1058","440","581","228","29","107"
"30/05/20","3281","1645","1058","440","581","228","29","107"
"31/05/20","3284","1649","1058","440","584","228","29","107"
"01/06/20","3287","1653","1058","440","585","228","29","107"
"02/06/20","3293","1663","1059","440","585","228","29","107"
"03/06/20","3293","1670","1059","440","586","228","29","107"
"04/06/20","3295","1678","1060","440","586","228","29","107"
"05/06/20","3299","1681","1060","440","590","228","29","107"
"06/06/20","3299","1681","1061","440","591","228","29","107"
"07/06/20","3298","1685","1061","440","591","228","29","108"
"08/06/20","3301","1687","1062","440","591","228","29","108"
"09/06/20","3303","1687","1062","440","591","228","29","108"
"10/06/20","3306","1691","1062","440","591","228","29","108"
"11/06/20","3306","1699","1063","440","591","228","29","108"
"12/06/20","3304","1703","1064","440","592","228","29","108"
"13/06/20","3308","1711","1065","440","592","228","29","108"
"14/06/20","3317","1720","1065","440","592","228","29","108"
"15/06/20","3320","1732","1065","440","592","228","29","108"
"16/06/20","3323","1741","1065","440","592","228","29","108"
"17/06/20","3324","1762","1066","440","592","228","29","108"
"18/06/20","3326","1780","1066","440","593","228","29","108"
"19/06/20","3332","1792","1066","440","593","228","29","108"
"20/06/20","3333","1817","1066","440","593","228","29","108"
"21/06/20","3338","1836","1066","440","594","228","29","108"
"22/06/20","3340","1847","1066","440","594","228","29","108"
"23/06/20","3339","1864","1066","440","596","228","29","108"
"24/06/20","3348","1884","1066","440","596","228","29","108"
"25/06/20","3351","1917","1066","440","596","228","29","108"
"26/06/20","3357","1947","1067","440","596","228","29","108"
"27/06/20","3363","1987","1067","440","596","228","29","108"
"28/06/20","3366","2028","1067","440","597","228","29","108"
"29/06/20","3373","2099","1067","443","597","228","29","108"
"30/06/20","3378","2159","1067","443","599","228","29","108"
"01/07/20","3392","2231","1067","443","599","228","29","108"
"02/07/20","3400","2303","1067","443","599","228","30","108"
"03/07/20","3400","2368","1067","443","599","228","30","108"
"04/07/20","3405","2469","1067","443","599","228","30","108"
"05/07/20","3419","2536","1067","443","605","228","30","108"
"06/07/20","3429","2660","1067","443","608","228","30","108"
"07/07/20","3433","2824","1068","443","608","228","30","108"
"08/07/20","3440","2942","1068","443","610","228","30","111"
"09/07/20","3453","3098","1068","443","613","228","30","112"
"10/07/20","3467","3379","1068","443","616","228","31","113"
"11/07/20","3474","3560","1070","443","618","228","31","113"
"12/07/20","3478","3799","1070","443","619","228","31","113"
"13/07/20","3492","3967","1071","443","619","228","31","113"
"14/07/20","3505","4224","1071","443","620","228","31","113"
"15/07/20","3517","4448","1071","443","628","228","31","113"
"16/07/20","3527","4750","1071","444","630","228","31","113"
"17/07/20","3535","5165","1071","444","632","228","31","113"
"18/07/20","3550","5353","1071","444","633","228","31","113"
"19/07/20","3568","5696","1071","444","633","228","31","113"
"20/07/20","3588","5942","1072","444","633","229","31","113"
"21/07/20","3599","6289","1072","444","633","229","31","113"
"22/07/20","3614","6739","1073","446","633","229","31","113"
"23/07/20","3633","7125","1074","447","633","229","31","113"
"24/07/20","3640","7405","1076","447","633","229","31","113"
"25/07/20","3654","7744","1076","447","633","229","31","113"
"26/07/20","3668","8181","1076","447","635","229","31","113"
"27/07/20","3685","8696","1076","447","635","229","31","113"
"28/07/20","3699","9049","1076","448","636","229","31","113"
"29/07/20","3718","9304","1079","448","638","229","31","113"
"30/07/20","3736","9998","1082","449","639","229","31","113"
"31/07/20","3756","10577","1083","450","640","229","32","113"
"01/08/20","3773","10931","1084","451","640","229","33","113"
"02/08/20","3784","11557","1085","453","641","229","33","113"
"03/08/20","3797","11937","1085","455","641","229","33","113"
"04/08/20","3809","12335","1085","457","641","229","33","113"
"05/08/20","3820","13035","1088","456","642","229","33","113"
"06/08/20","3832","13469","1088","457","642","229","33","113"
"07/08/20","3842","13867","1088","459","642","229","33","113"
"08/08/20","3851","14283","1088","459","642","229","33","113"
"09/08/20","3861","14659","1088","459","642","229","33","113"
"10/08/20","3875","14957","1089","459","642","229","33","113"
"11/08/20","3897","15251","1089","459","642","230","33","113"
"12/08/20","3915","15646","1089","459","642","230","33","113"
"13/08/20","3927","15863","1089","459","644","230","33","113"
"14/08/20","3936","16234","1091","460","645","230","33","113"
"15/08/20","3945","16517","1091","460","646","230","33","113"
"16/08/20","3950","16764","1091","461","646","230","33","113"
"17/08/20","3957","17027","1091","462","646","230","33","113"
"18/08/20","3959","17238","1091","462","647","230","33","113"
"19/08/20","3966","17446","1092","462","651","230","33","113"
"20/08/20","3971","17683","1093","462","651","230","33","113"
"21/08/20","3972","17852","1094","462","651","230","33","113"
"22/08/20","3981","18029","1103","462","651","230","33","113"
"23/08/20","3985","18231","1105","463","652","230","33","113"
"24/08/20","3988","18330","1106","463","653","230","33","113"
"25/08/20","3991","18464","1106","463","653","230","33","113"
"26/08/20","3997","18608","1108","463","653","230","33","113"
"27/08/20","4006","18714","1110","463","653","230","33","113"
"28/08/20","4019","18822","1113","463","655","230","33","113"
"29/08/20","4033","18903","1117","463","655","230","33","113"
"30/08/20","4040","19015","1121","463","655","230","33","113"
"31/08/20","4050","19080","1122","463","655","230","33","113"
"01/09/20","4063","19138","1124","463","655","230","33","113"
"02/09/20","4079","19224","1126","463","655","230","33","113"
"03/09/20","4091","19336","1128","463","655","230","33","113"
"04/09/20","4099","19415","1128","463","655","230","33","113"
"05/09/20","4104","19479","1129","464","655","230","33","113"
"06/09/20","4114","19538","1131","464","656","230","33","113"
"07/09/20","4118","19574","1133","464","657","230","33","113"
"08/09/20","4126","19615","1134","465","658","230","33","113"
"09/09/20","4135","19688","1143","465","658","230","33","113"
"10/09/20","4142","19728","1143","465","659","230","33","113"
"11/09/20","4152","19767","1145","466","659","230","33","113"
"12/09/20","4157","19800","1148","466","659","230","33","113"
"13/09/20","4166","19835","1148","466","659","230","33","113"
"14/09/20","4170","19872","1148","466","659","230","33","113"
"15/09/20","4176","19911","1149","466","659","230","33","113"
"16/09/20","4185","19943","1149","466","660","230","33","113"
"17/09/20","4190","19970","1150","466","661","230","33","113"
"18/09/20","4196","20012","1150","466","661","230","33","113"
"19/09/20","4198","20034","1150","466","661","230","33","113"
"20/09/20","4200","20042","1152","466","662","230","33","113"
"21/09/20","4204","20051","1153","466","662","230","33","113"
"22/09/20","4206","20076","1153","466","665","230","33","113"
"23/09/20","4212","20100","1153","468","665","230","33","113"
"24/09/20","4213","20105","1153","468","668","230","33","113"
"25/09/20","4217","20118","1153","468","668","230","33","113"
"26/09/20","4218","20129","1156","468","669","230","33","113"
"27/09/20","4218","20145","1157","468","676","230","33","113"
"28/09/20","4218","20149","1157","468","676","230","33","113"
"29/09/20","4220","20158","1157","468","684","230","33","113"
"30/09/20","4224","20169","1157","468","684","230","33","113"
"01/10/20","4227","20183","1157","468","685","230","33","113"
"02/10/20","4231","20191","1160","470","685","230","33","113"
"03/10/20","4232","20197","1160","470","686","230","33","113"
"04/10/20","4234","20209","1160","471","686","230","33","113"
"05/10/20","4235","20220","1160","471","687","230","33","113"
"06/10/20","4246","20233","1160","472","687","230","33","113"
"07/10/20","4249","20237","1160","472","688","230","33","113"
"08/10/20","4261","20247","1160","472","690","230","33","113"
"09/10/20","4271","20257","1160","473","692","230","33","113"
"10/10/20","4273","20269","1161","473","692","230","33","113"
"11/10/20","4277","20281","1161","475","694","230","33","113"
"12/10/20","4283","20295","1161","475","696","230","33","113"
"13/10/20","4295","20305","1161","476","703","230","33","113"
"14/10/20","4310","20311","1161","479","704","230","33","113"
"15/10/20","4321","20315","1162","479","709","230","33","113"
"16/10/20","4326","20317","1164","479","709","230","33","113"
"17/10/20","4333","20317","1164","482","711","230","33","113"
"18/10/20","4338","20315","1164","484","714","230","33","113"
"19/10/20","4342","20319","1164","484","714","230","33","113"
"20/10/20","4347","20321","1164","484","738","230","33","113"
"21/10/20","4356","20323","1165","485","739","230","33","113"
"22/10/20","4363","20329","1165","485","747","230","33","114"
"23/10/20","4370","20330","1167","487","753","230","33","114"
"24/10/20","4375","20336","1167","487","757","230","33","114"
"25/10/20","4382","20343","1167","491","760","230","33","114"
"26/10/20","4386","20341","1167","494","762","230","33","114"
"27/10/20","4398","20341","1167","494","764","230","33","114"
"28/10/20","4406","20342","1169","495","765","230","34","114"
"29/10/20","4411","20344","1171","496","766","230","38","114"
"30/10/20","4417","20347","1172","497","767","230","38","114"
"31/10/20","4421","20347","1171","501","768","230","38","114"
"01/11/20","4425","20346","1172","501","769","230","38","114"
"02/11/20","4432","20345","1172","501","770","230","38","114"
"03/11/20","4435","20345","1175","503","770","230","38","114"
"04/11/20","4443","20345","1177","504","771","230","38","114"
"05/11/20","4445","20345","1177","509","775","230","39","114"
"06/11/20","4454","20345","1177","510","776","230","39","114"
"07/11/20","4459","20345","1177","512","776","230","39","114"
"08/11/20","4462","20345","1177","515","776","230","39","114"
"09/11/20","4469","20345","1177","517","776","230","40","114"
"10/11/20","4474","20345","1178","518","778","230","40","114"
"11/11/20","4478","20345","1179","519","780","230","40","114"
"12/11/20","4483","20345","1182","520","783","230","41","114"
"13/11/20","4482","20345","1183","520","783","230","46","114"
"14/11/20","4486","20345","1185","522","783","230","46","114"
"15/11/20","4495","20345","1185","526","787","230","46","114"
"16/11/20","4498","20345","1185","544","788","230","46","114"
"17/11/20","4502","20345","1186","549","788","230","46","114"
"18/11/20","4509","20345","1187","551","794","230","46","115"
"19/11/20","4514","20345","1190","550","794","230","46","115"
"20/11/20","4517","20345","1190","553","796","230","46","115"
"21/11/20","4527","20345","1192","554","797","230","46","115"
"22/11/20","4538","20345","1193","555","799","230","46","115"
"23/11/20","4542","20345","1196","556","804","230","47","115"
"24/11/20","4548","20345","1197","558","808","230","47","115"
"25/11/20","4552","20345","1197","558","810","230","49","115"
"26/11/20","4552","20345","1197","559","817","230","49","115"
"27/11/20","4556","20345","1198","560","817","230","52","116"
"28/11/20","4564","20345","1199","561","817","230","52","117"
"29/11/20","4568","20345","1201","561","818","230","52","117"
"30/11/20","4577","20345","1202","562","818","230","52","117"
"01/12/20","4582","20345","1202","562","821","230","53","117"
"02/12/20","4588","20345","1205","562","823","230","53","117"
"03/12/20","4598","20345","1206","562","823","230","59","117"
"04/12/20","4603","20345","1208","562","825","230","59","117"
"05/12/20","4605","20345","1210","562","828","230","59","117"
"06/12/20","4610","20345","1212","562","830","230","59","117"
"07/12/20","4614","20345","1215","562","830","230","59","117"
"08/12/20","4620","20345","1221","562","831","230","61","117"
"09/12/20","4622","20345","1221","562","832","233","61","117"
"10/12/20","4624","20345","1225","562","832","234","62","117"
"11/12/20","4633","20345","1225","562","834","234","62","117"
"12/12/20","4639","20350","1226","562","835","234","62","117"
"13/12/20","4642","20351","1226","562","836","234","62","117"
"14/12/20","4645","20352","1227","563","837","234","64","117"
"15/12/20","4650","20351","1228","563","838","234","66","117"
"16/12/20","4657","20351","1229","563","842","234","66","117"
"17/12/20","4666","20351","1230","563","843","234","68","117"
"18/12/20","4682","20352","1233","563","844","234","68","117"
"19/12/20","4712","20354","1232","563","845","234","71","117"
"20/12/20","4748","20356","1234","566","845","234","71","118"
"21/12/20","4771","20357","1235","566","846","234","71","118"
"22/12/20","4789","20360","1235","566","846","234","71","118"
"23/12/20","4805","20361","1236","566","846","234","71","118"
"24/12/20","4823","20361","1238","568","847","234","73","118"
"25/12/20","4832","20361","1240","570","848","234","73","118"
"26/12/20","4847","20361","1241","569","853","234","73","118"
"27/12/20","4858","20362","1241","571","855","234","73","118"
"28/12/20","4872","20364","1246","572","858","234","73","118"
"29/12/20","4881","20364","1248","572","859","234","74","118"
"30/12/20","4906","20365","1250","575","859","234","74","118"
"31/12/20","4923","20368","1253","576","861","234","74","118"
"01/01/21","4928","20376","1253","580","863","234","75","118"
"02/01/21","4947","20388","1255","580","866","234","82","118"
"03/01/21","4958","20391","1255","579","867","234","81","118"
"04/01/21","4965","20395","1260","583","868","234","82","118"
"05/01/21","4973","20399","1262","581","869","234","87","118"
"06/01/21","4978","20402","1263","582","872","234","87","118"
"07/01/21","4984","20402","1265","582","874","234","87","118"
"08/01/21","4995","20403","1274","585","874","234","88","118"
"09/01/21","5001","20404","1274","587","875","234","89","118"
"10/01/21","5007","20410","1274","587","875","234","90","118"
"11/01/21","5018","20411","1278","588","877","234","90","118"
"12/01/21","5034","20411","1281","588","878","234","90","118"
"13/01/21","5041","20414","1283","590","879","234","91","118"
"14/01/21","5043","20412","1287","590","881","234","93","118"
"15/01/21","5045","20414","1290","591","884","234","93","118"
"16/01/21","5057","20417","1291","593","886","234","93","118"
"17/01/21","5066","20424","1293","593","887","234","93","118"
"18/01/21","5074","20428","1294","593","887","234","93","118"
"19/01/21","5076","20430","1297","593","888","234","95","118"
"20/01/21","5079","20432","1299","594","888","234","96","118"
"21/01/21","5084","20433","1300","596","888","234","96","118"
"22/01/21","5083","20433","1303","596","890","234","98","118"
"23/01/21","5084","20436","1303","596","892","234","98","118"
"24/01/21","5087","20436","1303","596","894","234","98","118"
"25/01/21","5090","20442","1305","596","894","234","98","118"
"26/01/21","5091","20443","1305","596","895","234","98","118"
"27/01/21","5093","20445","1306","596","897","234","98","118"
"28/01/21","5096","20447","1307","596","898","234","98","118"
"29/01/21","5099","20447","1309","596","899","234","98","118"
"30/01/21","5101","20448","1309","596","902","234","98","118"
"31/01/21","5104","20448","1310","597","903","234","98","118"
"01/02/21","5110","20449","1310","596","903","234","98","118"
"02/02/21","5112","20450","1311","597","904","234","98","118"
"03/02/21","5114","20449","1311","601","904","234","98","118"
"04/02/21","5117","20452","1311","601","906","234","99","118"
"05/02/21","5117","20456","1309","602","907","234","99","118"
"06/02/21","5119","20456","1311","602","907","234","101","118"
"07/02/21","5120","20455","1312","602","907","234","102","118"
"08/02/21","5123","20456","1314","603","907","234","102","118"
"09/02/21","5125","20456","1315","603","907","234","102","118"
"10/02/21","5129","20458","1316","605","909","234","102","118"
"11/02/21","5132","20460","1317","606","910","234","102","118"
"12/02/21","5134","20465","1318","606","910","234","102","118"
"13/02/21","5136","20466","1320","606","910","234","102","118"
"14/02/21","5138","20469","1320","606","910","234","103","118"
"15/02/21","5138","20471","1320","606","910","234","103","118"
"16/02/21","5139","20475","1320","606","910","234","103","118"
"17/02/21","5143","20475","1320","608","910","234","103","118"
"18/02/21","5143","20476","1320","608","910","234","103","118"
"19/02/21","5145","20479","1321","608","910","234","103","118"
"20/02/21","5146","20479","1321","608","910","234","104","118"
"21/02/21","5149","20479","1321","610","911","234","104","118"
"22/02/21","5150","20479","1323","610","912","234","104","118"
"23/02/21","5154","20479","1323","612","913","234","104","118"
"24/02/21","5155","20479","1323","613","913","234","104","118"
"25/02/21","5162","20479","1324","613","913","234","104","118"
"26/02/21","5166","20481","1328","613","913","234","105","118"
"27/02/21","5172","20481","1329","613","913","234","105","118"
"28/02/21","5177","20481","1329","613","913","234","105","118"
"01/03/21","5180","20481","1331","616","913","234","105","118"
"02/03/21","5183","20481","1335","617","913","234","105","118"
"03/03/21","5189","20481","1335","618","914","234","105","120"
"04/03/21","5193","20481","1342","618","914","234","105","120"
"05/03/21","5204","20481","1344","618","914","234","105","120"
"06/03/21","5207","20482","1348","618","916","234","105","120"
"07/03/21","5209","20481","1351","618","917","234","105","122"
"08/03/21","5210","20482","1356","618","919","234","105","122"
"09/03/21","5215","20483","1362","620","920","234","105","122"
"10/03/21","5220","20483","1368","621","921","234","105","123"
"11/03/21","5226","20483","1373","624","922","234","105","123"
"12/03/21","5234","20483","1375","626","922","234","105","123"
"13/03/21","5234","20483","1379","631","923","234","105","123"
"14/03/21","5237","20483","1380","631","924","234","105","123"
"15/03/21","5240","20483","1386","634","925","234","105","123"
"16/03/21","5242","20483","1388","636","926","234","105","123"
"17/03/21","5248","20483","1394","638","927","234","106","123"
"18/03/21","5251","20483","1402","640","927","234","106","123"
"19/03/21","5256","20483","1411","641","929","234","106","123"
"20/03/21","5259","20483","1415","642","930","234","106","123"
"21/03/21","5261","20483","1417","642","930","234","106","123"
"22/03/21","5266","20483","1421","642","931","234","106","123"
"23/03/21","5270","20483","1422","642","931","234","106","123"
"24/03/21","5272","20483","1426","644","932","234","106","123"
"25/03/21","5275","20483","1429","644","934","234","106","123"
"26/03/21","5278","20483","1437","645","934","234","106","123"
"27/03/21","5281","20483","1443","648","934","234","107","123"
"28/03/21","5281","20483","1446","650","935","234","108","123"
"29/03/21","5283","20484","1456","652","938","234","108","123"
"30/03/21","5288","20484","1466","655","938","234","108","123"
"31/03/21","5292","20484","1467","655","942","234","108","123"
"01/04/21","5296","20484","1477","656","944","234","109","123"
"02/04/21","5296","20484","1485","658","944","234","111","123"
"03/04/21","5299","20484","1488","658","944","234","111","123"
"04/04/21","5300","20484","1489","659","947","234","112","123"
"05/04/21","5303","20484","1492","661","948","234","112","123"
"06/04/21","5310","20484","1491","661","950","234","112","123"
"07/04/21","5316","20484","1497","662","951","234","112","123"
"08/04/21","5318","20484","1500","663","951","234","112","123"
"09/04/21","5320","20484","1501","665","951","234","112","123"
"10/04/21","5324","20485","1502","665","951","234","112","123"
"11/04/21","5330","20485","1502","666","953","234","112","123"
"12/04/21","5339","20487","1504","666","954","234","112","123"
"13/04/21","5344","20487","1506","674","957","234","112","123"
"14/04/21","5347","20487","1508","675","964","234","112","123"
"15/04/21","5356","20492","1509","677","965","234","113","123"
"16/04/21","5363","20492","1515","678","966","234","113","123"
"17/04/21","5370","20494","1516","682","967","234","119","123"
"18/04/21","5376","20494","1518","682","973","234","119","123"
"19/04/21","5384","20498","1518","688","975","234","123","123"
"20/04/21","5387","20499","1518","691","978","234","129","123"
"21/04/21","5395","20502","1519","693","980","234","132","123"
"22/04/21","5400","20504","1520","702","982","234","137","123"
"23/04/21","5418","20507","1524","703","982","234","149","123"
"24/04/21","5419","20508","1527","704","984","234","159","123"
"25/04/21","5420","20509","1529","705","986","234","160","123"
"26/04/21","5428","20509","1532","719","986","234","164","123"
"27/04/21","5440","20513","1541","720","990","234","164","123"
"28/04/21","5449","20515","1550","719","994","234","165","124"
"29/04/21","5464","20516","1556","722","998","234","165","124"
"30/04/21","5477","20518","1559","724","999","234","166","124"
"01/05/21","5481","20521","1561","725","1000","234","166","124"
"02/05/21","5484","20522","1564","727","1005","234","166","124"
"03/05/21","5489","20523","1567","730","1008","234","166","124"
"04/05/21","5496","20524","1568","732","1008","234","166","124"
"05/05/21","5507","20524","1568","733","1010","234","166","124"
"06/05/21","5516","20526","1571","735","1013","234","167","124"
"07/05/21","5521","20526","1574","738","1013","234","167","124"
"08/05/21","5527","20527","1576","738","1013","234","167","124"
"09/05/21","5532","20533","1580","740","1013","234","167","124"
